file,gloss,cat,occluded,signer,duration
num_SIXTY_TWO_0003,61,0,0,DRIVE,3.0
num_SIXTY_TWO_0004,61,0,0,DRIVE,1.5666666666666667
num_SIXTY_TWO_0005,61,0,0,DRIVE,2.0
num_SIXTY_THREE_0001,62,0,0,DRIVE,1.5666666666666667
num_SIXTY_THREE_0002,62,0,0,DRIVE,2.0
num_SIXTY_THREE_0003,62,0,0,DRIVE,2.0
num_SIXTY_THREE_0004,62,0,0,DRIVE,2.0
num_SIXTY_THREE_0005,62,0,0,DRIVE,3.0
num_SIXTY_FOUR_0001,63,0,0,DRIVE,3.0
num_SIXTY_FOUR_0002,63,0,0,DRIVE,1.5666666666666667
num_SIXTY_FOUR_0003,63,0,0,DRIVE,2.0
num_SIXTY_FOUR_0004,63,0,0,DRIVE,3.0
num_SIXTY_FOUR_0005,63,0,0,DRIVE,2.0
num_SIXTY_FIVE_0001,64,0,0,DRIVE,1.5666666666666667
num_SIXTY_FIVE_0002,64,0,0,DRIVE,2.0
num_SIXTY_FIVE_0003,64,0,0,DRIVE,3.0
num_SIXTY_FIVE_0004,64,0,0,DRIVE,2.0
num_SIXTY_FIVE_0005,64,0,0,DRIVE,1.6
num_SIXTY_SIX_0001,65,0,0,DRIVE,2.3666666666666667
num_SIXTY_SIX_0002,65,0,0,DRIVE,2.0
num_SIXTY_SIX_0003,65,0,0,DRIVE,2.0
num_SIXTY_SIX_0004,65,0,0,DRIVE,2.4
num_SIXTY_SIX_0005,65,0,0,DRIVE,2.0
num_SIXTY_SEVEN_0001,66,0,0,DRIVE,1.6
num_SIXTY_SEVEN_0002,66,0,0,DRIVE,1.5666666666666667
num_SIXTY_SEVEN_0003,66,0,0,DRIVE,3.0
num_SIXTY_SEVEN_0004,66,0,0,DRIVE,3.0
num_SIXTY_SEVEN_0005,66,0,0,DRIVE,2.0
num_SIXTY_EIGHT_0001,67,0,0,DRIVE,3.0
num_SIXTY_EIGHT_0002,67,0,0,DRIVE,2.3666666666666667
num_SIXTY_EIGHT_0003,67,0,0,DRIVE,3.0
num_SIXTY_EIGHT_0004,67,0,0,DRIVE,3.0
num_SIXTY_EIGHT_0005,67,0,0,DRIVE,1.9666666666666666
num_SIXTY_NINE_0001,68,0,0,DRIVE,3.0
num_SIXTY_NINE_0002,68,0,0,DRIVE,1.5666666666666667
num_SIXTY_NINE_0003,68,0,0,DRIVE,2.0
num_SIXTY_NINE_0004,68,0,0,DRIVE,2.966666666666667
num_SIXTY_NINE_0005,68,0,0,DRIVE,1.6
num_SEVENTY_0003,69,0,0,DRIVE,3.0
num_SEVENTY_0004,69,0,0,DRIVE,1.0
num_SEVENTY_0005,69,0,0,DRIVE,3.0
num_SEVENTY_0006,69,0,0,DRIVE,3.0
num_SEVENTY_0007,69,0,0,DRIVE,2.6
num_SEVENTY_0008,69,0,0,DRIVE,1.9666666666666666
num_SEVENTY_0009,69,0,0,DRIVE,2.1
num_SEVENTY_0010,69,0,0,DRIVE,2.0
num_SEVENTY_0011,69,0,0,DRIVE,3.0
num_SEVENTY_0012,69,0,0,DRIVE,1.5666666666666667
num_SEVENTY_0013,69,0,0,DRIVE,2.0
num_SEVENTY_0014,69,0,0,DRIVE,3.0
num_SEVENTY_0015,69,0,0,DRIVE,2.0
num_SEVENTY_0016,69,0,0,DRIVE,3.0
num_SEVENTY_ONE_0001,70,0,0,DRIVE,2.0
num_SEVENTY_ONE_0002,70,0,0,DRIVE,1.6
num_SEVENTY_ONE_0003,70,0,0,DRIVE,1.6
num_SEVENTY_ONE_0004,70,0,0,DRIVE,3.0
num_SEVENTY_ONE_0005,70,0,0,DRIVE,3.0
num_SEVENTY_TWO_0001,71,0,0,DRIVE,2.0
num_SEVENTY_TWO_0002,71,0,0,DRIVE,3.0
num_SEVENTY_TWO_0003,71,0,0,DRIVE,2.0
num_SEVENTY_TWO_0004,71,0,0,DRIVE,1.6
num_SEVENTY_TWO_0005,71,0,0,DRIVE,1.6
num_SEVENTY_THREE_0001,72,0,0,DRIVE,2.0
num_SEVENTY_THREE_0002,72,0,0,DRIVE,2.0
num_SEVENTY_THREE_0003,72,0,0,DRIVE,3.0
num_SEVENTY_THREE_0004,72,0,0,DRIVE,3.0
num_SEVENTY_THREE_0005,72,0,0,DRIVE,1.6
num_SEVENTY_FOUR_0001,73,0,0,DRIVE,1.6
num_SEVENTY_FOUR_0002,73,0,0,DRIVE,2.0
num_SEVENTY_FOUR_0003,73,0,0,DRIVE,2.0
num_SEVENTY_FOUR_0004,73,0,0,DRIVE,1.6
num_SEVENTY_FOUR_0005,73,0,0,DRIVE,3.0
num_SEVENTY_FIVE_0001,74,0,0,DRIVE,2.4
num_SEVENTY_FIVE_0002,74,0,0,DRIVE,2.0
num_SEVENTY_FIVE_0003,74,0,0,DRIVE,1.5666666666666667
num_SEVENTY_FIVE_0004,74,0,0,DRIVE,2.0
num_SEVENTY_FIVE_0005,74,0,0,DRIVE,3.0
num_SEVENTY_SIX_0001,75,0,0,DRIVE,2.0
num_SEVENTY_SIX_0002,75,0,0,DRIVE,2.0
num_SEVENTY_SIX_0003,75,0,0,DRIVE,1.6
num_SEVENTY_SIX_0004,75,0,0,DRIVE,1.0
num_SEVENTY_SIX_0005,75,0,0,DRIVE,2.0
num_SEVENTY_SEVEN_0001,76,0,0,DRIVE,1.6
num_SEVENTY_SEVEN_0002,76,0,0,DRIVE,2.0
num_SEVENTY_SEVEN_0003,76,0,0,DRIVE,3.0
num_SEVENTY_SEVEN_0004,76,0,0,DRIVE,2.0
num_SEVENTY_SEVEN_0005,76,0,0,DRIVE,2.0
num_SEVENTY_EIGHT_0001,77,0,0,DRIVE,2.3666666666666667
num_SEVENTY_EIGHT_0002,77,0,0,DRIVE,1.6
num_SEVENTY_EIGHT_0003,77,0,0,DRIVE,3.0
num_SEVENTY_EIGHT_0004,77,0,0,DRIVE,3.0
num_SEVENTY_EIGHT_0005,77,0,0,DRIVE,2.0
num_SEVENTY_NINE_0001,78,0,0,DRIVE,2.0
num_SEVENTY_NINE_0002,78,0,0,DRIVE,3.0
num_SEVENTY_NINE_0003,78,0,0,DRIVE,1.5666666666666667
num_SEVENTY_NINE_0004,78,0,0,DRIVE,2.0
num_SEVENTY_NINE_0005,78,0,0,DRIVE,2.0
num_EIGHTY_0003,79,0,0,DRIVE,1.7333333333333334
num_EIGHTY_0004,79,0,0,DRIVE,2.0
num_EIGHTY_0005,79,0,0,DRIVE,2.0
num_EIGHTY_0006,79,0,0,DRIVE,3.0
num_EIGHTY_0007,79,0,0,DRIVE,2.966666666666667
num_EIGHTY_0008,79,0,0,DRIVE,2.0
num_EIGHTY_0009,79,0,0,DRIVE,2.0
num_EIGHTY_0010,79,0,0,DRIVE,1.9666666666666666
num_EIGHTY_0011,79,0,0,DRIVE,1.0
num_EIGHTY_0012,79,0,0,DRIVE,1.6
num_EIGHTY_0013,79,0,0,DRIVE,2.0
num_EIGHTY_0014,79,0,0,DRIVE,3.0
num_EIGHTY_ONE_0001,80,0,0,DRIVE,2.3666666666666667
num_EIGHTY_ONE_0002,80,0,0,DRIVE,3.0
num_EIGHTY_ONE_0003,80,0,0,DRIVE,1.5666666666666667
num_EIGHTY_ONE_0004,80,0,0,DRIVE,2.966666666666667
num_EIGHTY_ONE_0005,80,0,0,DRIVE,2.0
num_EIGHTY_TWO_0001,81,0,0,DRIVE,1.9666666666666666
num_EIGHTY_TWO_0002,81,0,0,DRIVE,3.0
num_EIGHTY_TWO_0003,81,0,0,DRIVE,2.0
num_EIGHTY_TWO_0004,81,0,0,DRIVE,2.0
num_EIGHTY_TWO_0005,81,0,0,DRIVE,1.5666666666666667
num_EIGHTY_THREE_0001,82,0,0,DRIVE,2.0
num_EIGHTY_THREE_0002,82,0,0,DRIVE,2.0
num_EIGHTY_THREE_0003,82,0,0,DRIVE,2.0
num_EIGHTY_THREE_0004,82,0,0,DRIVE,1.5666666666666667
num_EIGHTY_THREE_0005,82,0,0,DRIVE,1.5666666666666667
num_EIGHTY_FOUR_0001,83,0,0,DRIVE,2.0
num_EIGHTY_FOUR_0002,83,0,0,DRIVE,2.3666666666666667
num_EIGHTY_FOUR_0003,83,0,0,DRIVE,1.6
num_EIGHTY_FOUR_0004,83,0,0,DRIVE,3.0
num_EIGHTY_FOUR_0005,83,0,0,DRIVE,2.966666666666667
num_EIGHTY_FIVE_0001,84,0,0,DRIVE,2.0
num_EIGHTY_FIVE_0002,84,0,0,DRIVE,1.9666666666666666
num_EIGHTY_FIVE_0003,84,0,0,DRIVE,1.5666666666666667
num_EIGHTY_FIVE_0004,84,0,0,DRIVE,3.0
num_EIGHTY_FIVE_0005,84,0,0,DRIVE,1.0
num_EIGHTY_SIX_0001,85,0,0,DRIVE,3.0
num_EIGHTY_SIX_0002,85,0,0,DRIVE,1.5666666666666667
num_EIGHTY_SIX_0003,85,0,0,DRIVE,2.0
num_EIGHTY_SIX_0004,85,0,0,DRIVE,1.6
num_EIGHTY_SIX_0005,85,0,0,DRIVE,2.0
num_EIGHTY_SEVEN_0001,86,0,0,DRIVE,3.0
num_EIGHTY_SEVEN_0002,86,0,0,DRIVE,3.0
num_EIGHTY_SEVEN_0003,86,0,0,DRIVE,3.0
num_EIGHTY_SEVEN_0004,86,0,0,DRIVE,3.0
num_EIGHTY_SEVEN_0005,86,0,0,DRIVE,1.5666666666666667
num_EIGHTY_EIGHT_0001,87,0,0,DRIVE,3.0
num_EIGHTY_EIGHT_0002,87,0,0,DRIVE,2.0
num_EIGHTY_EIGHT_0003,87,0,0,DRIVE,2.0
num_EIGHTY_EIGHT_0004,87,0,0,DRIVE,1.5666666666666667
num_EIGHTY_EIGHT_0005,87,0,0,DRIVE,2.0
num_EIGHTY_NINE_0001,88,0,0,DRIVE,3.0
num_EIGHTY_NINE_0002,88,0,0,DRIVE,2.0
num_EIGHTY_NINE_0003,88,0,0,DRIVE,3.0
num_EIGHTY_NINE_0004,88,0,0,DRIVE,1.5666666666666667
num_EIGHTY_NINE_0005,88,0,0,DRIVE,2.4
num_NINETY_0003,89,0,0,DRIVE,2.0
num_NINETY_0004,89,0,0,DRIVE,2.0
num_NINETY_0005,89,0,0,DRIVE,2.0
num_NINETY_0006,89,0,0,DRIVE,2.0
num_NINETY_0007,89,0,0,DRIVE,1.0
num_NINETY_0008,89,0,0,DRIVE,2.0
num_NINETY_0009,89,0,0,DRIVE,2.0
num_NINETY_0010,89,0,0,DRIVE,1.9666666666666666
num_NINETY_0011,89,0,0,DRIVE,2.0
num_NINETY_0012,89,0,0,DRIVE,3.0
num_NINETY_0013,89,0,0,DRIVE,2.6333333333333333
num_NINETY_0014,89,0,0,DRIVE,3.0
num_NINETY_0015,89,0,0,DRIVE,3.0
num_NINETY_ONE_0001,90,0,0,DRIVE,2.0
num_NINETY_ONE_0002,90,0,0,DRIVE,3.0
num_NINETY_ONE_0003,90,0,0,DRIVE,3.0
num_NINETY_ONE_0004,90,0,0,DRIVE,1.6
num_NINETY_ONE_0005,90,0,0,DRIVE,1.6
num_NINETY_TWO_0001,91,0,0,DRIVE,3.0
num_NINETY_TWO_0002,91,0,0,DRIVE,1.6
num_NINETY_TWO_0003,91,0,0,DRIVE,1.6
num_NINETY_TWO_0004,91,0,0,DRIVE,2.0
num_NINETY_TWO_0005,91,0,0,DRIVE,2.0
num_NINETY_THREE_0001,92,0,0,DRIVE,2.0
num_NINETY_THREE_0002,92,0,0,DRIVE,2.0
num_NINETY_THREE_0003,92,0,0,DRIVE,2.966666666666667
num_NINETY_THREE_0004,92,0,0,DRIVE,3.0
num_NINETY_THREE_0005,92,0,0,DRIVE,2.4
num_NINETY_FOUR_0001,93,0,0,DRIVE,1.9666666666666666
num_NINETY_FOUR_0002,93,0,0,DRIVE,2.0
num_NINETY_FOUR_0003,93,0,0,DRIVE,1.6
num_NINETY_FOUR_0004,93,0,0,DRIVE,3.0
num_NINETY_FOUR_0005,93,0,0,DRIVE,1.5666666666666667
num_NINETY_FIVE_0001,94,0,0,DRIVE,1.0
num_NINETY_FIVE_0002,94,0,0,DRIVE,3.0
num_NINETY_FIVE_0003,94,0,0,DRIVE,1.9666666666666666
num_NINETY_FIVE_0004,94,0,0,DRIVE,2.0
num_NINETY_FIVE_0005,94,0,0,DRIVE,1.5666666666666667
num_NINETY_SIX_0001,95,0,0,DRIVE,2.0
num_NINETY_SIX_0002,95,0,0,DRIVE,2.966666666666667
num_NINETY_SIX_0003,95,0,0,DRIVE,1.6
num_NINETY_SIX_0004,95,0,0,DRIVE,3.0
num_NINETY_SIX_0005,95,0,0,DRIVE,2.0
num_NINETY_SEVEN_0001,96,0,0,DRIVE,3.0
num_NINETY_SEVEN_0002,96,0,0,DRIVE,1.9666666666666666
num_NINETY_SEVEN_0003,96,0,0,DRIVE,2.0
num_NINETY_SEVEN_0004,96,0,0,DRIVE,3.0
num_NINETY_SEVEN_0005,96,0,0,DRIVE,2.3666666666666667
num_NINETY_EIGHT_0001,97,0,0,DRIVE,2.0
num_NINETY_EIGHT_0002,97,0,0,DRIVE,2.0
num_NINETY_EIGHT_0003,97,0,0,DRIVE,1.9666666666666666
num_NINETY_EIGHT_0004,97,0,0,DRIVE,1.5666666666666667
num_NINETY_EIGHT_0005,97,0,0,DRIVE,1.6
num_NINETY_NINE_0001,98,0,0,DRIVE,1.6
num_NINETY_NINE_0002,98,0,0,DRIVE,2.0
num_NINETY_NINE_0003,98,0,0,DRIVE,2.0
num_NINETY_NINE_0004,98,0,0,DRIVE,2.0
num_NINETY_NINE_0005,98,0,0,DRIVE,2.3666666666666667
num_NINETY_NINE_0006,98,0,0,DRIVE,3.0
num_ONE_HUNDRED_0003,99,0,0,DRIVE,2.966666666666667
num_ONE_HUNDRED_0004,99,0,0,DRIVE,3.0
num_ONE_HUNDRED_0005,99,0,0,DRIVE,1.5666666666666667
num_ONE_HUNDRED_0006,99,0,0,DRIVE,3.0
num_ONE_HUNDRED_0007,99,0,0,DRIVE,3.0
num_ONE_HUNDRED_0008,99,0,0,DRIVE,1.5666666666666667
num_ONE_HUNDRED_0009,99,0,0,DRIVE,2.0
num_ONE_HUNDRED_0010,99,0,0,DRIVE,2.0
num_ONE_HUNDRED_0011,99,0,0,DRIVE,2.0
num_ONE_HUNDRED_0012,99,0,0,DRIVE,2.0
num_ONE_HUNDRED_0013,99,0,0,DRIVE,3.0
num_ONE_HUNDRED_0014,99,0,0,DRIVE,2.0
num_ONE_HUNDRED_0015,99,0,0,DRIVE,3.0
num_ONE_HUNDRED_0016,99,0,0,DRIVE,3.0
num_TWO_HUNDRED_0000,100,0,0,DRIVE,2.0
num_TWO_HUNDRED_0001,100,0,0,DRIVE,3.0
num_TWO_HUNDRED_0002,100,0,0,DRIVE,2.533333333333333
num_THREE_HUNDRED_0000,101,0,0,DRIVE,3.0
num_THREE_HUNDRED_0001,101,0,0,DRIVE,1.0
num_THREE_HUNDRED_0002,101,0,0,DRIVE,2.566666666666667
num_FOUR_HUNDRED_0000,102,0,0,DRIVE,2.0
num_FOUR_HUNDRED_0001,102,0,0,DRIVE,1.7333333333333334
num_FOUR_HUNDRED_0002,102,0,0,DRIVE,3.0
num_FIVE_HUNDRED_0000,103,0,0,DRIVE,1.0
num_FIVE_HUNDRED_0001,103,0,0,DRIVE,1.7333333333333334
num_FIVE_HUNDRED_0002,103,0,0,DRIVE,3.0
num_SIX_HUNDRED_0000,104,0,0,DRIVE,3.0
num_SIX_HUNDRED_0001,104,0,0,DRIVE,2.6333333333333333
num_SEVEN_HUNDRED_0000,105,0,0,DRIVE,2.0
num_SEVEN_HUNDRED_0001,105,0,0,DRIVE,1.7333333333333334
num_EIGHT_HUNDRED_0000,106,0,0,DRIVE,3.0
num_EIGHT_HUNDRED_0001,106,0,0,DRIVE,1.7333333333333334
num_NINE_HUNDRED_0000,107,0,0,DRIVE,3.0
num_NINE_HUNDRED_0001,107,0,0,DRIVE,2.6
num_ONE_THOUSAND_0001,108,0,0,DRIVE,2.0
num_ONE_THOUSAND_0002,108,0,0,DRIVE,3.0
num_ONE_THOUSAND_0003,108,0,0,DRIVE,3.0
num_ONE_THOUSAND_0004,108,0,0,DRIVE,3.0
num_TWO_THOUSAND_0000,109,0,0,DRIVE,1.0
num_THREE_THOUSAND_0000,110,0,0,DRIVE,2.0
num_FOUR_THOUSAND_0000,111,0,0,DRIVE,2.0
num_FIVE_THOUSAND_0000,112,0,0,DRIVE,1.9666666666666666
num_ONE_MILLION_0000,113,0,0,DRIVE,3.0
num_ONE_MILLION_0001,113,0,0,DRIVE,3.0
num_ONE_BILLION_0000,114,0,0,DRIVE,3.0
num_ONE_BILLION_0001,114,0,0,DRIVE,3.0
num_ONE_TRILLION_0000,115,0,0,DRIVE,3.0
num_ONE_TRILLION_0001,115,0,0,DRIVE,3.0
nl_116_letter_A_0108,116,1,0,ALPH,1.0
nl_116_letter_A_0119,116,1,0,ALPH,1.0
nl_116_letter_A_0124,116,1,0,ALPH,1.0
nl_116_letter_A_0125,116,1,0,ALPH,1.0
nl_116_letter_A_0127,116,1,0,ALPH,1.0
nl_116_letter_A_0128,116,1,0,ALPH,1.0
nl_116_letter_A_0139,116,1,0,ALPH,1.0
nl_116_letter_A_0140,116,1,0,ALPH,1.0
nl_116_letter_A_0168,116,1,0,ALPH,1.0
nl_116_letter_A_0169,116,1,0,ALPH,1.0
nl_116_letter_A_0170,116,1,0,ALPH,1.0
nl_116_letter_A_0190,116,1,0,ALPH,1.0
nl_116_letter_A_0191,116,1,0,ALPH,1.0
nl_116_letter_A_0195,116,1,0,ALPH,1.0
nl_116_letter_A_0197,116,1,0,ALPH,1.0
nl_116_letter_A_0202,116,1,0,ALPH,1.0
nl_116_letter_A_0207,116,1,0,ALPH,1.0
nl_116_letter_A_0209,116,1,0,ALPH,1.0
nl_116_letter_A_0210,116,1,0,ALPH,1.0
nl_116_letter_A_0211,116,1,0,ALPH,1.0
nl_116_letter_A_0213,116,1,0,ALPH,1.0
nl_116_letter_A_0216,116,1,0,ALPH,1.0
nl_116_letter_A_0219,116,1,0,ALPH,1.0
nl_116_letter_A_0220,116,1,0,ALPH,1.0
nl_116_letter_A_0221,116,1,0,ALPH,1.0
nl_116_letter_A_0222,116,1,0,ALPH,1.0
nl_116_letter_A_0223,116,1,0,ALPH,1.0
nl_116_letter_A_0224,116,1,0,ALPH,1.0
nl_116_letter_A_0226,116,1,0,ALPH,1.0
nl_116_letter_A_0227,116,1,0,ALPH,1.0
nl_116_letter_A_0230,116,1,0,ALPH,1.0
nl_116_letter_A_0242,116,1,0,ALPH,1.0
nl_116_letter_A_0244,116,1,0,ALPH,1.0
nl_116_letter_A_0250,116,1,0,ALPH,1.0
nl_116_letter_A_0253,116,1,0,ALPH,1.0
nl_116_letter_A_0268,116,1,0,ALPH,1.0
nl_116_letter_A_0274,116,1,0,ALPH,1.0
nl_116_letter_A_0275,116,1,0,ALPH,1.0
nl_116_letter_A_0276,116,1,0,ALPH,1.0
nl_116_letter_A_0278,116,1,0,ALPH,1.0
nl_116_letter_A_0279,116,1,0,ALPH,1.0
nl_116_letter_A_0280,116,1,0,ALPH,1.0
nl_116_letter_A_0281,116,1,0,ALPH,1.0
nl_116_letter_A_0282,116,1,0,ALPH,1.0
nl_116_letter_A_0283,116,1,0,ALPH,1.0
nl_116_letter_A_0284,116,1,0,ALPH,1.0
nl_116_letter_A_0285,116,1,0,ALPH,1.0
nl_116_letter_A_0286,116,1,0,ALPH,1.0
nl_116_letter_A_0287,116,1,0,ALPH,1.0
nl_116_letter_A_0288,116,1,0,ALPH,1.0
nl_116_letter_A_0289,116,1,0,ALPH,1.0
nl_116_letter_A_0290,116,1,0,ALPH,1.0
nl_116_letter_A_0291,116,1,0,ALPH,1.0
nl_116_letter_A_0292,116,1,0,ALPH,1.0
nl_116_letter_A_0293,116,1,0,ALPH,1.0
nl_116_letter_A_0296,116,1,0,ALPH,1.0
nl_116_letter_A_0298,116,1,0,ALPH,1.0
nl_116_letter_A_0299,116,1,0,ALPH,1.0
nl_117_letter_B_0060,117,1,0,ALPH,1.0
nl_117_letter_B_0061,117,1,0,ALPH,1.0
nl_117_letter_B_0062,117,1,0,ALPH,1.0
nl_117_letter_B_0063,117,1,0,ALPH,1.0
nl_117_letter_B_0065,117,1,0,ALPH,1.0
nl_117_letter_B_0066,117,1,0,ALPH,1.0
nl_117_letter_B_0067,117,1,0,ALPH,1.0
nl_117_letter_B_0068,117,1,0,ALPH,1.0
nl_117_letter_B_0069,117,1,0,ALPH,1.0
nl_117_letter_B_0070,117,1,0,ALPH,1.0
nl_117_letter_B_0071,117,1,0,ALPH,1.0
nl_117_letter_B_0072,117,1,0,ALPH,1.0
nl_117_letter_B_0073,117,1,0,ALPH,1.0
nl_117_letter_B_0074,117,1,0,ALPH,1.0
nl_117_letter_B_0075,117,1,0,ALPH,1.0
nl_117_letter_B_0076,117,1,0,ALPH,1.0
nl_117_letter_B_0077,117,1,0,ALPH,1.0
nl_117_letter_B_0078,117,1,0,ALPH,1.0
nl_117_letter_B_0080,117,1,0,ALPH,1.0
nl_117_letter_B_0081,117,1,0,ALPH,1.0
nl_117_letter_B_0085,117,1,0,ALPH,1.0
nl_117_letter_B_0087,117,1,0,ALPH,1.0
nl_117_letter_B_0088,117,1,0,ALPH,1.0
nl_117_letter_B_0089,117,1,0,ALPH,1.0
nl_117_letter_B_0090,117,1,0,ALPH,1.0
nl_117_letter_B_0091,117,1,0,ALPH,1.0
nl_117_letter_B_0092,117,1,0,ALPH,1.0
nl_117_letter_B_0094,117,1,0,ALPH,1.0
nl_117_letter_B_0095,117,1,0,ALPH,1.0
nl_117_letter_B_0096,117,1,0,ALPH,1.0
nl_117_letter_B_0097,117,1,0,ALPH,1.0
nl_117_letter_B_0099,117,1,0,ALPH,1.0
nl_117_letter_B_0100,117,1,0,ALPH,1.0
nl_117_letter_B_0101,117,1,0,ALPH,1.0
nl_117_letter_B_0104,117,1,0,ALPH,1.0
nl_117_letter_B_0105,117,1,0,ALPH,1.0
nl_117_letter_B_0106,117,1,0,ALPH,1.0
nl_117_letter_B_0108,117,1,0,ALPH,1.0
nl_117_letter_B_0109,117,1,0,ALPH,1.0
nl_117_letter_B_0110,117,1,0,ALPH,1.0
nl_117_letter_B_0111,117,1,0,ALPH,1.0
nl_117_letter_B_0112,117,1,0,ALPH,1.0
nl_117_letter_B_0113,117,1,0,ALPH,1.0
nl_117_letter_B_0114,117,1,0,ALPH,1.0
nl_117_letter_B_0115,117,1,0,ALPH,1.0
nl_117_letter_B_0116,117,1,0,ALPH,1.0
nl_117_letter_B_0117,117,1,0,ALPH,1.0
nl_117_letter_B_0118,117,1,0,ALPH,1.0
nl_117_letter_B_0121,117,1,0,ALPH,1.0
nl_117_letter_B_0122,117,1,0,ALPH,1.0
nl_117_letter_B_0123,117,1,0,ALPH,1.0
nl_117_letter_B_0124,117,1,0,ALPH,1.0
nl_117_letter_B_0125,117,1,0,ALPH,1.0
nl_117_letter_B_0126,117,1,0,ALPH,1.0
nl_117_letter_B_0127,117,1,0,ALPH,1.0
nl_117_letter_B_0130,117,1,0,ALPH,1.0
nl_117_letter_B_0131,117,1,0,ALPH,1.0
nl_117_letter_B_0132,117,1,0,ALPH,1.0
nl_117_letter_B_0133,117,1,0,ALPH,1.0
nl_117_letter_B_0134,117,1,0,ALPH,1.0
nl_117_letter_B_0135,117,1,0,ALPH,1.0
nl_117_letter_B_0136,117,1,0,ALPH,1.0
nl_117_letter_B_0137,117,1,0,ALPH,1.0
nl_117_letter_B_0138,117,1,0,ALPH,1.0
nl_117_letter_B_0139,117,1,0,ALPH,1.0
nl_117_letter_B_0141,117,1,0,ALPH,1.0
nl_117_letter_B_0142,117,1,0,ALPH,1.0
nl_117_letter_B_0143,117,1,0,ALPH,1.0
nl_117_letter_B_0144,117,1,0,ALPH,1.0
nl_117_letter_B_0145,117,1,0,ALPH,1.0
nl_117_letter_B_0146,117,1,0,ALPH,1.0
nl_117_letter_B_0147,117,1,0,ALPH,1.0
nl_117_letter_B_0148,117,1,0,ALPH,1.0
nl_117_letter_B_0150,117,1,0,ALPH,1.0
nl_117_letter_B_0151,117,1,0,ALPH,1.0
nl_117_letter_B_0152,117,1,0,ALPH,1.0
nl_117_letter_B_0153,117,1,0,ALPH,1.0
nl_117_letter_B_0154,117,1,0,ALPH,1.0
nl_117_letter_B_0155,117,1,0,ALPH,1.0
nl_117_letter_B_0156,117,1,0,ALPH,1.0
nl_117_letter_B_0157,117,1,0,ALPH,1.0
nl_117_letter_B_0158,117,1,0,ALPH,1.0
nl_117_letter_B_0159,117,1,0,ALPH,1.0
nl_117_letter_B_0160,117,1,0,ALPH,1.0
nl_117_letter_B_0161,117,1,0,ALPH,1.0
nl_117_letter_B_0162,117,1,0,ALPH,1.0
nl_117_letter_B_0164,117,1,0,ALPH,1.0
nl_117_letter_B_0165,117,1,0,ALPH,1.0
nl_117_letter_B_0168,117,1,0,ALPH,1.0
nl_117_letter_B_0169,117,1,0,ALPH,1.0
nl_117_letter_B_0170,117,1,0,ALPH,1.0
nl_117_letter_B_0175,117,1,0,ALPH,1.0
nl_117_letter_B_0177,117,1,0,ALPH,1.0
nl_117_letter_B_0178,117,1,0,ALPH,1.0
nl_117_letter_B_0179,117,1,0,ALPH,1.0
nl_117_letter_B_0180,117,1,0,ALPH,1.0
nl_117_letter_B_0181,117,1,0,ALPH,1.0
nl_117_letter_B_0182,117,1,0,ALPH,1.0
nl_117_letter_B_0183,117,1,0,ALPH,1.0
nl_117_letter_B_0184,117,1,0,ALPH,1.0
nl_117_letter_B_0185,117,1,0,ALPH,1.0
nl_117_letter_B_0187,117,1,0,ALPH,1.0
nl_117_letter_B_0191,117,1,0,ALPH,1.0
nl_117_letter_B_0202,117,1,0,ALPH,1.0
nl_117_letter_B_0205,117,1,0,ALPH,1.0
nl_117_letter_B_0206,117,1,0,ALPH,1.0
nl_117_letter_B_0207,117,1,0,ALPH,1.0
nl_117_letter_B_0208,117,1,0,ALPH,1.0
nl_117_letter_B_0209,117,1,0,ALPH,1.0
nl_117_letter_B_0210,117,1,0,ALPH,1.0
nl_117_letter_B_0211,117,1,0,ALPH,1.0
nl_117_letter_B_0212,117,1,0,ALPH,1.0
nl_117_letter_B_0214,117,1,0,ALPH,1.0
nl_117_letter_B_0215,117,1,0,ALPH,1.0
nl_117_letter_B_0216,117,1,0,ALPH,1.0
nl_117_letter_B_0217,117,1,0,ALPH,1.0
nl_117_letter_B_0219,117,1,0,ALPH,1.0
nl_117_letter_B_0220,117,1,0,ALPH,1.0
nl_117_letter_B_0221,117,1,0,ALPH,1.0
nl_117_letter_B_0222,117,1,0,ALPH,1.0
nl_117_letter_B_0223,117,1,0,ALPH,1.0
nl_117_letter_B_0224,117,1,0,ALPH,1.0
nl_117_letter_B_0225,117,1,0,ALPH,1.0
nl_117_letter_B_0226,117,1,0,ALPH,1.0
nl_117_letter_B_0229,117,1,0,ALPH,1.0
nl_117_letter_B_0230,117,1,0,ALPH,1.0
nl_117_letter_B_0231,117,1,0,ALPH,1.0
nl_117_letter_B_0232,117,1,0,ALPH,1.0
nl_117_letter_B_0235,117,1,0,ALPH,1.0
nl_117_letter_B_0236,117,1,0,ALPH,1.0
nl_117_letter_B_0237,117,1,0,ALPH,1.0
nl_117_letter_B_0238,117,1,0,ALPH,1.0
nl_117_letter_B_0239,117,1,0,ALPH,1.0
nl_117_letter_B_0240,117,1,0,ALPH,1.0
nl_117_letter_B_0241,117,1,0,ALPH,1.0
nl_117_letter_B_0242,117,1,0,ALPH,1.0
nl_117_letter_B_0243,117,1,0,ALPH,1.0
nl_117_letter_B_0246,117,1,0,ALPH,1.0
nl_117_letter_B_0248,117,1,0,ALPH,1.0
